Título da classe de terceiro nível / quarto nível;Código;Termo
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Ata da reunião de órgão e estrutura operacional e de aconselhamento (realização)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Ata em minuta da reunião de órgão e estrutura operacional e de aconselhamento (preparação)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Comissão de acompanhamento (realização) 
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Comissão permanente, reunião da (realização) 
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Conselho consultivo, reunião do (realização) 
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Estrutura operacional de aconselhamento, reunião de (realização)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Órgão e estrutura operacional de aconselhamento, reunião de (realização)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Reunião de grupo de trabalho (realização)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Reunião de grupo setorial (realização)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Reunião descentralizada de órgão de aconselhamento (realização)
Reunião de órgãos e estruturas operacionais e de aconselhamento: realização;150.10.702.02;Reunião setorial (realização) 
Preparação de regras e orientações internas;150.20.001;Elaboração de carta da qualidade
Preparação de regras e orientações internas;150.20.001;Elaboração de manual da qualidade
Preparação de regras e orientações internas;150.20.001;Elaboração de manual de formulários
Preparação de regras e orientações internas;150.20.001;Elaboração de manual de procedimentos
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de classificação
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de contingência
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de emergência interna
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de preservação de documentos
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de preservação digital
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de prevenção de obsolescência de formatos
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de prevenção de obsolescência de suportes
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de prevenção de riscos de corrupção e infrações conexas
Preparação de regras e orientações internas;150.20.001;Elaboração de plano de prevenção de riscos de gestão
Preparação de regras e orientações internas;150.20.001;Elaboração de regulamento interno, preparação de
Preparação de regras e orientações internas;150.20.001;Norma de controlo interno, preparação 
Preparação de regras e orientações internas;150.20.001;Organograma, representação das estruturas em
Preparação de regras e orientações internas;150.20.001;Orientação interna, preparação de
Preparação de regras e orientações internas;150.20.001;Orientação interna, preparação de
Preparação de regras e orientações internas;150.20.001;Plano de contingência, preparação de 
Preparação de regras e orientações internas;150.20.001;Plano de emergência, preparação de 
Preparação de regras e orientações internas;150.20.001;Plano de gestão de riscos, preparação de
Preparação de regras e orientações internas;150.20.001;Plano de prevenção de riscos de corrupção, preparação de 
Preparação de regras e orientações internas;150.20.001;Plano de segurança e saúde no trabalho, preparação de
Preparação de regras e orientações internas;150.20.001;Regra interna, preparação de
Preparação de regras e orientações internas;150.20.001;Representação das estruturas em organograma
Definição de metas e objetivos organizacionais;150.20.100;Caracterização da situação, definição de metas e objetivos organizacionais para
Definição de metas e objetivos organizacionais;150.20.100;Carta de missão 
Definição de metas e objetivos organizacionais;150.20.100;Definição de objetivos organizacionais
Definição de metas e objetivos organizacionais;150.20.100;Diagnóstico de situação 
Definição de metas e objetivos organizacionais;150.20.100;Metas e objetivos organizacionais, definição de
Definição de metas e objetivos organizacionais;150.20.100;Objetivo estratégico plurianual
Definição de metas e objetivos organizacionais;150.20.100;Objetivos organizacionais, definição de
Definição de metas e objetivos organizacionais;150.20.100;QUAR - Quadro de Avaliação e Responsabilização, metas e objetivos organizacionais definidos em
Definição de metas e objetivos organizacionais;150.20.100;SIADAP 1 - Subsistema de Avaliação de Desempenho dos Serviços da Administração Pública, definição de objetivos organizacionais em sede de
Planeamento estratégico de atividades;150.20.101;Formação, diagnóstico de necessidades de 
Planeamento estratégico de atividades;150.20.101;Plano anual de fiscalização
Planeamento estratégico de atividades;150.20.101;Plano anual de monitorização
Planeamento estratégico de atividades;150.20.101;Plano de atividades
Planeamento estratégico de atividades;150.20.101;Plano de auditorias
Planeamento estratégico de atividades;150.20.101;Plano de estudos de avaliação, proposta de
Planeamento estratégico de atividades;150.20.101;Plano de formação, proposta de
Planeamento estratégico de atividades;150.20.101;Plano de incorporações, preparação de
Planeamento de sistemas;150.20.102;PESI - planeamento estratégico de sistemas de informação
Planeamento de sistemas;150.20.102;Planeamento de sistemas de gestão integrada
Planeamento de sistemas;150.20.102;Plano estratégico de sistemas de informação, planeamento de
Planeamento de sistemas;150.20.102;Sistema de gestão académica, planeamento do
Planeamento de sistemas;150.20.102;Sistema de gestão ambiental, planeamento de
Planeamento de sistemas;150.20.102;Sistema de gestão da qualidade, planeamento de
Planeamento de sistemas;150.20.102;Sistema de gestão documental, planeamento de 
Planeamento de sistemas;150.20.102;Sistema de segurança contra incêndios em edifício 
Planeamento de sistemas;150.20.102;Sistema de segurança e saúde no trabalho, planeamento de
Planeamento de sistemas;150.20.102;Sistema de tecnologia da informação e comunicação, planeamento de 
Planeamento de sistemas;150.20.102;Sistema integrado de gestão da qualidade, ambiente e segurança, planeamento de 
Planeamento de sistemas;150.20.102;Sistema integrado de gestão de arquivos, planeamento de 
Planeamento operacional de atividades;150.20.103;Cronograma de realização 
Planeamento operacional de atividades;150.20.103;Escala de serviço, planeamento da
Planeamento operacional de atividades;150.20.103;Planeamento operacional 
Planeamento de necessidades de recursos humanos;150.20.200;Mapa de pessoal
Planeamento de necessidades de recursos humanos;150.20.200;Planeamento de recursos humanos
Planeamento de necessidades de recursos materiais;150.20.201;Planeamento de aquisições
Planeamento de necessidades de recursos materiais;150.20.201;Planeamento de recursos materiais
Preparação do orçamento;150.20.202;Cativação/descativação de verba
Preparação do orçamento;150.20.202;Documento previsional, preparação de orçamento
Preparação do orçamento;150.20.202;Orçamento, preparação de
Preparação do orçamento;150.20.202;Planeamento de recursos financeiros
Preparação do orçamento;150.20.202;Preparação de orçamento
Preparação do orçamento;150.20.202;Revisão de orçamento
Acompanhamento de criação de entidades ;150.20.203;Constituição de empresa intermunicipal 
Acompanhamento de criação de entidades ;150.20.203;Constituição de empresa municipal
Acompanhamento de criação de entidades ;150.20.203;Constituição de empresa publica
Acompanhamento de criação de entidades ;150.20.203;Constituição de entidade pública empresarial 
