Ano do diploma;Tipo de diploma;N.º do diploma;Data do diploma;Título / âmbito do diploma;Link;;
1997;DL;125/97;23 de maio;Estabelece as disposições relativas ao projecto, à construção e à exploração das redes e ramais de distribuições alimentadas com gases combustíveis da 3.ª família;https://dre.pt/application/file/400355;;
1997;DL;152/97;19 de junho;Transpõe para o direito interno a Diretiva n.º 91/271/CEE, do Conselho, de 21 de Maio de 1991, relativamente ao tratamento de águas residuais urbanas;https://dre.pt/application/file/365412;;
1997;DL;164/97;27 de junho;Estabelece normas relativas ao património cultural subaquático;https://dre.pt/application/file/233034;;
1997;DL;272/97;8 de outubro;Cria os clubes de praticantes;https://dre.pt/application/file/667264;;
1997;DL;366-A/97;20 de dezembro;Estabelece os princípios e as normas aplicáveis ao sistema de gestão de embalagens e resíduos de embalagens (revoga o Decreto-Lei n.º 322/95, de 28 de Novembro);https://dre.pt/application/file/659664;;
1997;DL;375/97;24 de dezembro;Estabelece os procedimentos e regras técnicas destinados a facilitar e promover a organização das condições práticas de aplicação e execução da pena de prestação de trabalho a favor da comunidade;https://dre.pt/application/file/421679;;
1997;Lei;5/97;10 de fevereiro;Lei Quadro da Educação Pré-Escolar;https://dre.pt/application/file/561151;;
1997;Lei;98/97;26 de agosto;Lei de Organização e Processo do Tribunal de Contas;https://dre.pt/application/file/193722;;
1997;Portaria;174/97;10 de março;Estabelece as regras de instalação e funcionamento de unidades ou equipamentos de valorização ou eliminação de resíduos perigosos hospitalares, bem como o regime de autorização da realização de operações de gestão de resíduos hospitalares por entidades responsáveis pela exploração das referidas unidades ou equipamentos;https://dre.pt/application/file/515281;;
1998;Decreto Regulamentar;19/98;14 de agosto;Altera o Decreto Regulamentar n.º 14/81, de 7 de Abril, que regula a atribuição do subsídio por frequência de estabelecimento de educação especial;https://dre.pt/application/file/437752;;
1998;Decreto Regulamentar;22-A/98;1 de outubro;Regulamento de Sinalização do Trânsito;http://dre.pt/pdf1sdip/1998/10/227B01/00020119.pdf;;
1998;DL;4/98; 8 de janeiro;Regime de criação, organização e funcionamento de escolas e cursos profissionais, no âmbito do ensino não superior;https://dre.pt/application/file/224894;;
1998;DL;43/98;3 de março;Regulamento da Contribuição Especial, devida pela valorização dos imóveis beneficiados com a realização da CRIL, CREL, CRIP, CREP, travessia ferroviária do Tejo, troços ferroviários complementares, extensões do metropolitano de Lisboa e outros investimentos;https://dre.pt/application/file/218436;;
1998;DL;50/98;11 de março;Reformula o regime jurídico da formação profissional na Administração Pública;https://dre.pt/application/file/219001;;
1998;DL;59/98;17 de março;Define a composição e a orgânica da Comissão Portuguesa de História Militar ;https://dre.pt/application/file/197585;;
1998;DL;106/98;24 de março;Estabelece normas relativas ao abono de ajudas de custo e de transporte pelas deslocações em serviço público;https://dre.pt/application/file/176387;;
1998;DL;129/98;13 de maio;Estabelece o regime jurídico do Registo Nacional de Pessoas Colectivas;https://dre.pt/application/file/522877;;
1998;DL;202/98;10 de julho;Estabelece o regime da responsabilidade do proprietário do navio e disciplina a actuação das entidades que o representam. Revoga os artigos 492.º a 495.º e 509.º do Código Comercial;https://dre.pt/application/file/485094;;
1998;DL;236/98;1 de agosto;Estabelece normas, critérios e objectivos de qualidade com a finalidade de proteger o meio aquático e melhorar a qualidade das águas em função dos seus principais usos. Revoga o Decreto-Lei n.º 74/90, de 7 de Março;https://dre.pt/application/file/430505;;
1998;DL;251/98;11 de agosto;Regulamenta o acesso à actividade e ao mercado dos transportes em táxi;http://dre.pt/pdf1sdip/1998/08/184A00/38913897.pdf;;
1998;DL;269/98;1 de setembro;Aprova o regime dos procedimentos para cumprimento de obrigações pecuniárias emergentes de contratos de valor não superior à alçada do tribunal de 1.ª Instância;https://dre.pt/application/file/566561;;
1998;DL;279/98;17 de setembro;Estabelece o novo regime jurídico dos bilhetes do Tesouro;https://dre.pt/application/file/241328;;
1998;DL;280/98;17 de setembro;Estabelece o novo regime jurídico das obrigações do Tesouro;https://dre.pt/application/file/241337;;
1998;DL;316/98;20 de outubro;Institui o procedimento extrajudicial de conciliação para viabilização de empresas em situação de insolvência ou em situação económica difícil;https://dre.pt/application/file/239912;;
1998;DL;348/98;9 de novembro;Altera o Decreto-Lei n.º 152/97, de 19 de Junho (transpõe para o direito interno a Diretiva n.º 91/271/CEE, do Conselho, de 21 de Maio, relativo ao tratamento de águas residuais urbanas), transpondo para o direito interno a Diretiva n.º 98/15/CE, da Comissão, de 21 de Fevereiro;https://dre.pt/application/file/223362;;
1998;DL;398/98;17 de dezembro;Aprova a Lei Geral Tributária;https://dre.pt/application/file/191617;;
1998;DL;413/98;31 de dezembro;Aprova o regulamento da inspecção tributária;https://dre.pt/application/file/285458;;
1998;Lei;lei 7/08;3 de fevereiro;Regime geral de emissão e gestão da dívida pública;https://dre.pt/application/file/223571;;
1998;Lei;15-A/98;3 de abril;Aprova a Lei Orgânica do Regime do Referendo;https://dre.pt/application/file/186993;;
1998;Lei;35/98;18 de julho;Define o estatuto das organizações não governamentais de ambiente (revoga a Lei n.º 10/87, de 4 de Abril);https://dre.pt/application/file/424440;;
1998;Lei;36/98;24 de julho;Lei de Saúde Mental;https://dre.pt/application/file/424810;;
1998;Lei;58/98;18 de agosto;Lei das Empresas Municipais, Intermunicipais e Regionais;https://dre.pt/pdf1sdip/1998/08/189A00/40474053.pdf;;
1998;Lei;66/98;14 de outubro;Aprova o estatuto das organizações não governamentais de cooperação para o desenvolvimento;https://dre.pt/application/file/234842;;
1998;Lei;67/98;26 de outubro;Lei da Proteção de Dados Pessoais (transpõe para a ordem jurídica portuguesa a Diretiva n.º 95/46/CE, do Parlamento Europeu e do Conselho, de 24 de Outubro de 1995, relativa à proteção das pessoas singulares no que diz respeito ao tratamento dos dados pessoais e à livre circulação desses dados);https://dre.pt/pdf1sdip/1998/10/247A00/55365546.pdf;;
1998;Lei;71/98;3 de novembro;Bases do enquadramento jurídico do voluntariado;http://dre.pt/pdf1sdip/1998/11/254A00/56945696.pdf;;
1998;Lei ;75/98;19 de novembro ;Garantia dos alimentos devidos a menores;https://dre.pt/application/file/230641;;
1998;Portaria;29-B/98;15 de janeiro;Estabelece as regras de funcionamento dos sistemas de consignação aplicáveis às embalagens reutilizáveis e às não reutilizáveis, bem como as do sistema integrado aplicável apenas às embalagens não reutilizáveis. Revoga a Portaria n.º 313/96, de 29 de Julho;https://dre.pt/application/file/280807;;
1999;Decreto;59/99;17 de dezembro;Aprova a Convenção sobre a Avaliação dos impactos Ambientais Num Contexto Transfronteiras, concluída em 25 de Fevereiro de 1991 em Espoo (Finlândia), no âmbito da Organização das Nações Unidas;https://dre.pt/application/file/655197;;
1999;Decreto Regulamentar;8/99;9 de junho;Organiza o sistema de registos da comunicação social;https://dre.pt/application/file/310913;;
1999;Despacho conjunto;542/99;7 de julho;Incumbe o Instituto Português de Cartografia e Cadastro de proceder ao registo do estado de delimitação e demarcação das circunscrições administrativas do país e de executar os trabalhos técnicos necessários ao estabelecimento desses limites.;http://www.dgterritorio.pt/static/repository/2013-05/2013-05-22101211_b511271f-54fe-4d21-9657-24580e9b7023$$39737F90-2467-4AF5-9FB7-3A987BA005A2$$FF0E30AF-6A68-41AC-B88F-3C12AA1A59B4$$file$$pt$$1.PDF;;
1999;DL;32/99;5 de fevereiro;Aprova o regime da alienação e da reafectação dos imóveis pertencentes ao domínio privado do Estado afectos ao Ministério da Defesa Nacional;https://dre.pt/application/file/168967;;
1999;DL;15/99;15 de janeiro;Aprova a intervenção do Estado nas atividades cinematrográfica, áudio-visual e multimedia, nos aspectos relacionados com as atribuições específicas do Ministério da Cultura;https://dre.pt/application/file/193541;;
1999;DL;54-A/99;22 de fevereiro;Plano Oficial de Contabilidade da Administração Local  (POCAL);http://dre.pt/pdf1sdip/1999/02/044A01/00020085.pdf;;
1999;DL;59/99;2 de março;Aprova o novo regime jurídico das empreitadas de obras públicas;https://dre.pt/application/file/152590;;
1999;DL;74/99;16 de março;Aprova o Estatuto do Mecenato (com as introduções dadas pela Lei nº 160/99, de 14 de setembro, Lei nº 176-A/99, de 30 de dezembro, Lei nº 3-B/2000, de 4 de abril, Lei nº 30-C/2000, de 29 de dezembro, Lei nº 30-G/2000, de 29 de dezembro, Declaração de retificação nº 7/2001, de 12 de março, e Lei nº 109-B/2001, de 27 de dezembro);http://dre.pt/pdf1sdip/1999/03/063A00/14281430.pdf;;
1999;DL;87/99;19 de março;Estabelece normas relativas ao processo de angariação de receitas para fins de beneficência e assistência;https://dre.pt/application/file/145685;;
1999;DL;124/99;20 de abril;Estatuto da Carreira de Investigação Científica;https://dre.pt/application/dir/pdf1s/1999/04/092A00/20642078.pdf;;
1999;DL;125/99;20 de abril;Estabelece o quadro normativo aplicável as instituições que se dedicam a investigação cientifica e desenvolvimento tecnológico;https://dre.pt/application/file/534933;;
1999;DL;133/99;21 de abril;Altera o Decreto-Lei n.º 441/91, de 14 de Novembro, relativo aos princípios da prevenção de riscos profissionais, para assegurar a transposição de algumas regras da Diretiva quadro relativa à segurança e saúde dos trabalhadores nos locais de trabalho;https://dre.pt/application/file/534537;;
1999;DL;135/99;22 de abril;Define os princípios gerais de ação a que devem obedecer os serviços e organismos da Administração Pública na sua actuação face ao cidadão, bem como reúne de uma forma sistematizada as normas vigentes no contexto da modernização administrativa;https://dre.pt/application/file/534675;;
1999;DL;140/99;24 de abril;Revê a transposição para a ordem jurídica interna da Diretiva n.º 79/409/CEE, do Conselho, de 2 de Abril (relativa à conservação das aves selvagens), e da Diretiva n.º 92/43/CEE, do Conselho, de 21 de Maio (relativa à preservação dos habitats naturais e da fauna e da flora selvagens). Revoga os Decretos-Leis n.os 75/91, de 14 de Fevereiro, 224/93, de 18 de Junho, e 226/97, de 27 de Agosto;https://dre.pt/application/file/531763;;
1999;DL;157/99;10 de maio;Estabelece o regime de criação, organização e funcionamento dos centros de saúde;https://dre.pt/application/file/331157;;
1999;DL;164/98;13 de maio;Regula a garantia de alimentos devidos a menores prevista na Lei n.º 75/98, de 19 de Novembro;https://dre.pt/application/file/321795;;
1999;DL;166-A/99;13 de maio;Cria o Sistema de Qualidade em Serviços Públicos (SQSP);http://dre.pt/pdf1sdip/1999/05/111A01/00020006.pdf;;
1999;DL;265/99;14 de julho;Procede à criação de uma nova prestação destinada a complementar a proteção concedida aos pensionistas de invalidez, velhice e sobrevivência dos regimes de segurança social em situação de dependência;https://dre.pt/application/file/357589;;
1999;DL;270/99;15 de julho;Aprova o Regulamento de Trabalhos Arqueológicos;http://dre.pt/pdf1sdip/1999/07/163A00/44124417.pdf;;
1999;DL;276/99;23 de julho;Define as linhas de orientação da política de gestão da qualidade do ar ;https://dre.pt/application/file/352599;;
1999;DL;290-D/99;2 de agosto;Aprova o regime jurídico dos documentos electrónicos e da assinatura digital;https://dre.pt/application/file/445787;;
1999;DL;343/99;16 de agosto;Aprova o Estatuto dos Funcionários de Justiça;https://dre.pt/application/file/a/428701;;
1999;DL;352/99;3 de setembro;Estabelece o regime jurídico dos ficheiros informáticos da Polícia Judiciária;https://dre.pt/application/file/582123;;
1999;DL;380/99;22 de setembro;Estabelece o regime jurídico dos instrumentos de gestão territorial;http://dre.pt/pdf1sdip/1999/09/222A00/65906622.pdf;;
1999;DL;389/99;30 de setembro;Regulamenta a Lei n.º 71/98, de 3 de Novembro, que estabeleceu as bases do enquadramento jurídico do voluntariado;http://dre.pt/pdf1sdip/1999/09/229A00/66946698.pdf;;
1999;DL;433/99;26 de outubro;Aprova o Código de Procedimento e de Processo Tributário;https://dre.pt/application/file/692348;;
1999;DL;466/99;6 de novembro;Aprova o regime jurídico das pensões de preço de sangue e por serviços excepcionais e relevantes prestados ao País (revoga o Decreto-Lei n.º 404/82, de 24 de Setembro);https://dre.pt/application/file/693677;;
1999;DL;503/99;20 de novembro;Aprova o novo regime jurídico dos acidentes em serviço e das doenças profissionais no âmbito da Administração Pública;http://dre.pt/pdf1sdip/1999/11/271A00/82418256.pdf;;
1999;DL;505/99;20 de novembro;Aprova o regime jurídico do licenciamento e da fiscalização do exercício da actividade das unidades privadas de diálise;https://dre.pt/application/file/643188;;
1999;DL;555/99;16 de dezembro;Estabelece o regime jurídico da urbanização e edificação;https://dre.pt/application/file/655583;;
1999;DL;565/99;21 de dezembro;Regula a introdução na natureza de espécies não indígenas da flora e da fauna;https://dre.pt/application/file/661869;;
1999;Lei;168/99;18 de setembro;"Aprova o Código das Expropriações
";https://dre.pt/application/file/569817;;
1999;Lei;2/99;13 de janeiro;Aprova a Lei de Imprensa;https://dre.pt/application/file/196377;;
1999;Lei;13/99;22 de março;Estabelece o novo regime jurídico do recenseamento eleitoral;https://dre.pt/application/file/150582;;
1999;Lei;33/99;18 de maio;Regula a identificação civil e a emissão do bilhete de identidade de cidadão nacional;https://dre.pt/application/file/323053;;
1999;Lei;190/99;5 de Junho;Estabelece o regime geral de atribuição de incentivos à mobilidade dos recursos humanos na Administração Pública;http://www.dre.pt/pdf1s/1999/06/130A00/31423145.pd;;
